"name","region","gender"
"Noah Ramos",0,"M"
"João Felipe da Conceição",0,"M"
"Benício Costa",0,"M"
"Benjamin Viana",0,"M"
"Ryan Caldeira",0,"M"
"Miguel Nogueira",0,"M"
"João Lucas Oliveira",0,"M"
"Renan Gonçalves",0,"M"
"Sr. Renan Correia",0,"M"
"Raul Martins",0,"M"
"Alexandre Caldeira",0,"M"
"Rafael Duarte",0,"M"
"Marcos Vinicius Aragão",0,"M"
"Renan Alves",0,"M"
"Enrico Lima",0,"M"
"Guilherme Silveira",0,"M"
"Murilo Cardoso",0,"M"
"Miguel Alves",0,"M"
"Dr. Gustavo Henrique Azevedo",0,"M"
"Yago da Cruz",0,"M"
"Erick Rodrigues",0,"M"
"Enrico Vieira",0,"M"
"João Vitor Lima",0,"M"
"Fernando da Costa",0,"M"
"Rafael Jesus",0,"M"
"Diogo Rocha",0,"M"
"Luiz Henrique da Costa",0,"M"
"Nathan Vieira",0,"M"
"Bruno Nogueira",0,"M"
"Dr. Antônio Caldeira",0,"M"
"Vitor Carvalho",0,"M"
"Sr. Levi Aragão",0,"M"
"Cauê Moreira",0,"M"
"Sr. Heitor Moraes",0,"M"
"Dr. Breno Jesus",0,"M"
"Marcelo Rodrigues",0,"M"
"João Pedro da Rocha",0,"M"
"Yuri Cavalcanti",0,"M"
"Dr. Ryan Cunha",0,"M"
"Sr. Benjamin Porto",0,"M"
"Luigi Ferreira",0,"M"
"Ian Carvalho",0,"M"
"Thiago das Neves",0,"M"
"Pedro Henrique Lopes",0,"M"
"Gustavo Henrique Novaes",0,"M"
"Luiz Otávio Lopes",0,"M"
"Rodrigo Carvalho",0,"M"
"Pietro Araújo",0,"M"
"Davi Lucca Moreira",0,"M"
"Marcelo Oliveira",0,"M"
"Cauã Oliveira",0,"M"
"Luigi Porto",0,"M"
"Dr. Paulo Duarte",0,"M"
"Cauê Novaes",0,"M"
"Heitor Rezende",0,"M"
"Emanuel Moreira",0,"M"
"Miguel Araújo",0,"M"
"Benício Lopes",0,"M"
"Carlos Eduardo Porto",0,"M"
"Luiz Henrique Dias",0,"M"
"Theo Oliveira",0,"M"
"Francisco da Rocha",0,"M"
"Henrique Duarte",0,"M"
"Luigi Melo",0,"M"
"João Vitor Costa",0,"M"
"Luiz Henrique da Mota",0,"M"
"Vinicius Rodrigues",0,"M"
"Kaique Teixeira",0,"M"
"Joaquim Rocha",0,"M"
"Raul Nascimento",0,"M"
"Joaquim da Paz",0,"M"
"João Guilherme Castro",0,"M"
"Francisco da Conceição",0,"M"
"Theo Moura",0,"M"
"Enzo Aragão",0,"M"
"Arthur Rodrigues",0,"M"
"Lucca Barbosa",0,"M"
"Ian Dias",0,"M"
"Gustavo Nunes",0,"M"
"Sr. Vicente Duarte",0,"M"
"Thomas Lima",0,"M"
"Sr. Calebe da Luz",0,"M"
"Lucas Vieira",0,"M"
"Enrico da Rocha",0,"M"
"Vitor Hugo Cardoso",0,"M"
"Alexandre Freitas",0,"M"
"João Gabriel Moraes",0,"M"
"Sr. João Miguel Cardoso",0,"M"
"Emanuel Moraes",0,"M"
"Antônio Pinto",0,"M"
"Luiz Miguel Barros",0,"M"
"Anthony Rodrigues",0,"M"
"Theo Monteiro",0,"M"
"João Lucas da Rosa",0,"M"
"Yuri Silva",0,"M"
"Nathan Teixeira",0,"M"
"Matheus Nogueira",0,"M"
"Leonardo Nunes",0,"M"
"João Gabriel Cardoso",0,"M"
"Lucca Nunes",0,"M"
"Pietro Barbosa",0,"M"
"Davi Luiz Correia",0,"M"
"Dr. Vitor Hugo Teixeira",0,"M"
"Luiz Otávio da Cunha",0,"M"
"Pietro Araújo",0,"M"
"Fernando Moura",0,"M"
"Miguel Cardoso",0,"M"
"André da Cruz",0,"M"
"Rodrigo Rocha",0,"M"
"Dr. Luiz Otávio da Mata",0,"M"
"João Gabriel Peixoto",0,"M"
"Gustavo Peixoto",0,"M"
"Caio da Mata",0,"M"
"Anthony Martins",0,"M"
"Noah Gonçalves",0,"M"
"Theo Moreira",0,"M"
"Vitor Gabriel da Mata",0,"M"
"Enzo Gabriel Campos",0,"M"
"Luiz Fernando Carvalho",0,"M"
"Sr. Calebe Fernandes",0,"M"
"Pedro Ferreira",0,"M"
"Kevin Ramos",0,"M"
"Joaquim Pires",0,"M"
"Davi Luiz Carvalho",0,"M"
"Caio Costela",0,"M"
"Vinicius da Cruz",0,"M"
"Sr. Marcelo Araújo",0,"M"
"Emanuel Barbosa",0,"M"
"Rafael Porto",0,"M"
"Matheus Cunha",0,"M"
"João Rocha",0,"M"
"Dr. Eduardo da Costa",0,"M"
"Sr. Enrico Freitas",0,"M"
"Noah da Costa",0,"M"
"Sr. Vinicius Sales",0,"M"
"Thales Peixoto",0,"M"
"Antônio Nunes",0,"M"
"Enzo Gabriel Castro",0,"M"
"Cauã Porto",0,"M"
"Augusto da Rosa",0,"M"
"André Jesus",0,"M"
"João Vitor Oliveira",0,"M"
"Sr. Cauê Silva",0,"M"
"Vitor Gabriel da Luz",0,"M"
"Caio da Costa",0,"M"
"Rodrigo Gonçalves",0,"M"
"Arthur Fernandes",0,"M"
"Henrique Barros",0,"M"
"Joaquim Sales",0,"M"
"Nicolas Oliveira",0,"M"
"Marcos Vinicius Ribeiro",0,"M"
"Dr. Vitor Santos",0,"M"
"Henrique Araújo",0,"M"
"Luiz Miguel Santos",0,"M"
"Henrique Melo",0,"M"
"Paulo Lima",0,"M"
"Heitor Vieira",0,"M"
"Calebe Moreira",0,"M"
"Eduardo Duarte",0,"M"
"Rodrigo Oliveira",0,"M"
"Sr. Bruno Rodrigues",0,"M"
"Davi Cunha",0,"M"
"Dr. João Silva",0,"M"
"Vitor Gabriel da Luz",0,"M"
"Dr. Erick Caldeira",0,"M"
"Dr. Felipe Rodrigues",0,"M"
"Paulo Campos",0,"M"
"Breno Lima",0,"M"
"Raul Viana",0,"M"
"Erick Araújo",0,"M"
"Bernardo Ferreira",0,"M"
"Anthony da Cruz",0,"M"
"Dr. Renan Gonçalves",0,"M"
"Enzo Gabriel Cavalcanti",0,"M"
"Luiz Felipe Lima",0,"M"
"Dr. Bryan da Mota",0,"M"
"Matheus Barbosa",0,"M"
"André Gomes",0,"M"
"Raul Porto",0,"M"
"Erick Cavalcanti",0,"M"
"Rodrigo Moreira",0,"M"
"Alexandre da Mota",0,"M"
"Gustavo Henrique Alves",0,"M"
"Dr. Cauê Ribeiro",0,"M"
"João Felipe Aragão",0,"M"
"Sr. Heitor Teixeira",0,"M"
"Sr. Calebe Peixoto",0,"M"
"João Vitor Correia",0,"M"
"João Miguel Gomes",0,"M"
"Davi Lucas Fogaça",0,"M"
"Eduardo Pires",0,"M"
"Lucas Barbosa",0,"M"
"André Pereira",0,"M"
"Gabriel da Cruz",0,"M"
"Luiz Felipe Dias",0,"M"
"Gustavo da Conceição",0,"M"
"Kevin Viana",0,"M"
"André Cavalcanti",0,"M"
"Eduardo Costa",0,"M"
"Lucca Rezende",0,"M"
"Otávio Farias",0,"M"
"Otávio Moreira",0,"M"
"Dr. Davi Luiz Costa",0,"M"
"Diogo Vieira",0,"M"
"Dr. Thales das Neves",0,"M"
"Lorenzo Nascimento",0,"M"
"Cauê Cunha",0,"M"
"Noah Campos",0,"M"
"Dr. Ryan Jesus",0,"M"
"André Martins",0,"M"
"Anthony da Paz",0,"M"
"Emanuel Oliveira",0,"M"
"Lorenzo Duarte",0,"M"
"Heitor Rodrigues",0,"M"
"Daniel da Paz",0,"M"
"Pedro Rezende",0,"M"
"Marcos Vinicius Peixoto",0,"M"
"Fernando Souza",0,"M"
"Pedro da Mota",0,"M"
"Cauê da Mota",0,"M"
"Luiz Felipe Sales",0,"M"
"Davi Gomes",0,"M"
"Luiz Henrique Lima",0,"M"
"Sr. Vitor Gabriel Pereira",0,"M"
"Murilo Aragão",0,"M"
"Cauã Alves",0,"M"
"Levi Lima",0,"M"
"Ian Moreira",0,"M"
"Breno Nascimento",0,"M"
"Marcos Vinicius Ribeiro",0,"M"
"Gustavo Henrique Silveira",0,"M"
"Nathan Martins",0,"M"
"João Miguel Ferreira",0,"M"
"Sr. João Guilherme Gonçalves",0,"M"
"Calebe Azevedo",0,"M"
"Leonardo Oliveira",0,"M"
"Emanuel Campos",0,"M"
"Thomas Cardoso",0,"M"
"Calebe Porto",0,"M"
"Sr. Felipe Moraes",0,"M"
"Erick Cavalcanti",0,"M"
"Antônio Rezende",0,"M"
"Vicente Martins",0,"M"
"Erick Lopes",0,"M"
"Gustavo Henrique da Conceição",0,"M"
"Sr. Guilherme Melo",0,"M"
"João Vitor da Mota",0,"M"
"Carlos Eduardo Rodrigues",0,"M"
"Bryan Lima",0,"M"
"Fernando Ferreira",0,"M"
"Lucca Aragão",0,"M"
"Marcelo Azevedo",0,"M"
"Benjamin Vieira",0,"M"
"Sr. Breno Campos",0,"M"
"Enzo Silveira",0,"M"
"Ian Pires",0,"M"
"Fernando Fernandes",0,"M"
"Marcos Vinicius Moraes",0,"M"
"Luiz Henrique Martins",0,"M"
"Thiago Castro",0,"M"
"Anthony Souza",0,"M"
"Sr. Luiz Gustavo Rocha",0,"M"
"Augusto Porto",0,"M"
"Sr. Lorenzo Carvalho",0,"M"
"Thales da Conceição",0,"M"
"Rafael Fogaça",0,"M"
"Vitor das Neves",0,"M"
"João Miguel Mendes",0,"M"
"Nicolas Pires",0,"M"
"Bryan das Neves",0,"M"
"Thales Melo",0,"M"
"Lucca Ferreira",0,"M"
"Sr. Luiz Fernando Pinto",0,"M"
"Benício Gomes",0,"M"
"Dr. Carlos Eduardo Cunha",0,"M"
"Pedro Lucas Correia",0,"M"
"Bryan Jesus",0,"M"
"Davi Gomes",0,"M"
"Vitor Gabriel da Rosa",0,"M"
"Kevin da Cunha",0,"M"
"Arthur Porto",0,"M"
"Daniel Novaes",0,"M"
"Bryan Alves",0,"M"
"Vicente da Costa",0,"M"
"Leandro Aragão",0,"M"
"Samuel da Conceição",0,"M"
"Lucas Aragão",0,"M"
"Kaique Ferreira",0,"M"
"Enrico Costa",0,"M"
"Luiz Otávio das Neves",0,"M"
"Gustavo Moraes",0,"M"
"Daniel Campos",0,"M"
"Cauê Lopes",0,"M"
"Vitor Gabriel Teixeira",0,"M"
"Emanuel Nascimento",0,"M"
"Samuel Correia",0,"M"
"Sr. Alexandre Lopes",0,"M"
"Vinicius Novaes",0,"M"
"Luigi Araújo",0,"M"
"Luiz Gustavo Alves",0,"M"
"Luiz Fernando Nunes",0,"M"
"Sr. Felipe da Paz",0,"M"
"Pedro Henrique da Cruz",0,"M"
"João Lucas Freitas",0,"M"
"Gustavo Henrique Martins",0,"M"
"Augusto Duarte",0,"M"
"Nathan Nogueira",0,"M"
"Gustavo Castro",0,"M"
"Alexandre Pereira",0,"M"
"Samuel Melo",0,"M"
"Renan Oliveira",0,"M"
"Pietro Jesus",0,"M"
"Vinicius Moraes",0,"M"
"Miguel Silva",0,"M"
"Lucas Fernandes",0,"M"
"Dr. Igor Nascimento",0,"M"
"Kaique da Paz",0,"M"
"Enzo Oliveira",0,"M"
"João Guilherme Souza",0,"M"
"Marcelo Teixeira",0,"M"
"Dr. Danilo da Luz",0,"M"
"Alexandre Souza",0,"M"
"Dr. Luigi das Neves",0,"M"
"Otávio Aragão",0,"M"
"Luiz Miguel Nunes",0,"M"
"Davi Lucas da Costa",0,"M"
"Luigi da Rosa",0,"M"
"João Lucas da Rocha",0,"M"
"Calebe Rodrigues",0,"M"
"Lucca Silveira",0,"M"
"Breno Aragão",0,"M"
"Alexandre Porto",0,"M"
"Sr. Marcos Vinicius Gonçalves",0,"M"
"Davi Lucca Araújo",0,"M"
"João Lucas Duarte",0,"M"
"Dr. Marcelo Moreira",0,"M"
"Benjamin da Cunha",0,"M"
"Rodrigo Ramos",0,"M"
"Davi Lucca Rezende",0,"M"
"Marcos Vinicius Martins",0,"M"
"Sr. Levi Costela",0,"M"
"Marcos Vinicius Nascimento",0,"M"
"Yuri da Rocha",0,"M"
"Sr. Davi Lucas Oliveira",0,"M"
"Dr. Ryan Vieira",0,"M"
"Diogo Nascimento",0,"M"
"Vitor da Rosa",0,"M"
"Luiz Miguel Cavalcanti",0,"M"
"Erick Carvalho",0,"M"
"Augusto Martins",0,"M"
"André Lima",0,"M"
"Sr. Raul Rodrigues",0,"M"
"Dr. Vitor Gabriel Viana",0,"M"
"Enzo Gabriel Fogaça",0,"M"
"Leonardo Silveira",0,"M"
"Raul Pereira",0,"M"
"Luiz Gustavo da Cunha",0,"M"
"Paulo da Rosa",0,"M"
"Antônio Gonçalves",0,"M"
"Dr. Thiago Silveira",0,"M"
"Rodrigo Lopes",0,"M"
"Luiz Felipe Vieira",0,"M"
"Otávio Costa",0,"M"
"Dr. Davi Lucca Silveira",0,"M"
"Bruno da Mota",0,"M"
"Enzo Gabriel da Conceição",0,"M"
"Levi Azevedo",0,"M"
"Sr. Enzo Gabriel Silveira",0,"M"
"Diogo Ramos",0,"M"
"Francisco Cardoso",0,"M"
"Gabriel Melo",0,"M"
"Antônio Caldeira",0,"M"
"Dr. Luiz Fernando Gonçalves",0,"M"
"Luiz Felipe Moraes",0,"M"
"João Lucas Pinto",0,"M"
"Lucas Gabriel da Conceição",0,"M"
"Diogo Nogueira",0,"M"
"Isaac Gomes",0,"M"
"Vitor Gabriel da Paz",0,"M"
"João Lima",0,"M"
"Erick Cardoso",0,"M"
"Lucas Gabriel Fogaça",0,"M"
"Renan Castro",0,"M"
"Ian Monteiro",0,"M"
"Isaac Pereira",0,"M"
"Fernando Duarte",0,"M"
"Bruno Farias",0,"M"
"João da Rosa",0,"M"
"Lucca Ribeiro",0,"M"
"Pietro Costela",0,"M"
"Levi da Luz",0,"M"
"Ryan Cardoso",0,"M"
"Marcelo Campos",0,"M"
"Sr. Luiz Felipe Moraes",0,"M"
"Felipe Ribeiro",0,"M"
"Igor da Paz",0,"M"
"Sr. Thiago Gomes",0,"M"
"Felipe Campos",0,"M"
"Thiago Cunha",0,"M"
"Anthony Oliveira",0,"M"
"Raul da Cunha",0,"M"
"Luiz Felipe Viana",0,"M"
"Dr. João Felipe Mendes",0,"M"
"Dr. Enzo Monteiro",0,"M"
"João Gonçalves",0,"M"
"Kaique Silva",0,"M"
"Heitor Caldeira",0,"M"
"João Miguel da Mota",0,"M"
"Francisco Viana",0,"M"
"Pietro Dias",0,"M"
"Augusto Porto",0,"M"
"Davi da Cunha",0,"M"
"João Gabriel Gomes",0,"M"
"João Felipe Gomes",0,"M"
"Bryan Fernandes",0,"M"
"Nathan Nunes",0,"M"
"André Moraes",0,"M"
"João Miguel Dias",0,"M"
"Sr. Augusto Gomes",0,"M"
"Miguel Rocha",0,"M"
"Dr. Benício Rezende",0,"M"
"Renan Martins",0,"M"
"Sr. Cauê Fogaça",0,"M"
"Pedro Lucas Gonçalves",0,"M"
"Marcelo Jesus",0,"M"
"Caio Monteiro",0,"M"
"João Felipe Almeida",0,"M"
"Antônio da Mata",0,"M"
"Danilo Lopes",0,"M"
"Thomas Araújo",0,"M"
"Yago Moraes",0,"M"
"Caio Pereira",0,"M"
"Arthur Moreira",0,"M"
"Davi Costela",0,"M"
"Leandro Pires",0,"M"
"Yago Porto",0,"M"
"Sr. Anthony da Conceição",0,"M"
"Isaac das Neves",0,"M"
"Bryan Azevedo",0,"M"
"Pedro Miguel Rezende",0,"M"
"Bruno Novaes",0,"M"
"Dr. Miguel Freitas",0,"M"
"Lucas Gabriel Pires",0,"M"
"Sr. Pedro Moreira",0,"M"
"Sr. Pedro Rocha",0,"M"
"João Lucas Ferreira",0,"M"
"Pedro Lucas Teixeira",0,"M"
"Vicente Cunha",0,"M"
"Sr. Marcelo Pereira",0,"M"
"Heitor Pereira",0,"M"
"Marcelo da Mata",0,"M"
"Augusto Cunha",0,"M"
"Gustavo Henrique das Neves",0,"M"
"Sr. Luigi da Rosa",0,"M"
"Dr. Cauã Silva",0,"M"
"Dr. Erick Nogueira",0,"M"
"Benjamin Cardoso",0,"M"
"Miguel Cavalcanti",0,"M"
"Matheus Nogueira",0,"M"
"Davi Lucas Viana",0,"M"
"Felipe Oliveira",0,"M"
"Erick Aragão",0,"M"
"Rodrigo das Neves",0,"M"
"Noah Farias",0,"M"
"Caio Duarte",0,"M"
"Breno da Luz",0,"M"
"Leandro da Cruz",0,"M"
"Ian Cardoso",0,"M"
"Dr. Daniel Santos",0,"M"
"João Pedro Araújo",0,"M"
"Ian Santos",0,"M"
"Calebe Barbosa",0,"M"
"Igor Pires",0,"M"
"Arthur Souza",0,"M"
"Bernardo Fernandes",0,"M"
"Felipe Monteiro",0,"M"
"Luiz Otávio das Neves",0,"M"
"Rodrigo Correia",0,"M"
"Nathan Novaes",0,"M"
"João Vitor Santos",0,"M"
"Vitor da Mata",0,"M"
"Luiz Fernando Araújo",0,"M"
"Henrique Souza",0,"M"
"Ian Ramos",0,"M"
"Bruno Aragão",0,"M"
"Sr. Davi Lucca Monteiro",0,"M"
"Dr. Pietro Barros",0,"M"
"Vinicius Cardoso",0,"M"
"Arthur Pereira",0,"M"
"Cauã das Neves",0,"M"
"Dr. Yago Silveira",0,"M"
"João Gabriel Fernandes",0,"M"
"Dr. Pedro Miguel Almeida",0,"M"
"Bernardo Aragão",0,"M"
"Murilo Cunha",0,"M"
"André da Rosa",0,"M"
"Augusto Ferreira",0,"M"
"Sr. Miguel Martins",0,"M"
"Leonardo Farias",0,"M"
"Dr. Luiz Henrique Novaes",0,"M"
"Pedro Lucas Aragão",0,"M"
"Luiz Otávio Moreira",0,"M"
"Benjamin das Neves",0,"M"
"Vitor Hugo Ramos",0,"M"
"Dr. Emanuel Freitas",0,"M"
"Cauã Nogueira",0,"M"
"Sr. Lucca Aragão",0,"M"
"Dr. Otávio Dias",0,"M"
"Davi Lucca Nunes",0,"M"
"Arthur Nogueira",0,"M"
"Gabriel Nogueira",0,"M"
"Francisco Novaes",0,"M"
"Sr. Daniel Correia",0,"M"
"Augusto Barros",0,"M"
"Dr. Daniel Araújo",0,"M"
"Davi Lucas Peixoto",0,"M"
"Guilherme Barbosa",0,"M"
"Sr. Vitor Gabriel Azevedo",0,"M"
"Pedro Henrique Martins",0,"M"
"Renan Silveira",0,"M"
"Fernando Rocha",0,"M"
"João Guilherme Monteiro",0,"M"
"Enzo Gabriel Araújo",0,"M"
"Dr. Anthony Barros",0,"M"
"Renan Sales",0,"M"
"Alexandre Duarte",0,"M"
"Luiz Felipe da Cruz",0,"M"
"Murilo Silva",0,"M"
"João Gabriel Cardoso",0,"M"
"Davi Lucca Duarte",0,"M"
"Sr. Leonardo Pinto",0,"M"
"Arthur Souza",0,"M"
"Dr. Arthur da Paz",0,"M"
"Isaac da Mota",0,"M"
"Nathan Dias",0,"M"
"Cauã Sales",0,"M"
"Ryan Gomes",0,"M"
"Luiz Henrique Rodrigues",0,"M"
"Bryan Caldeira",0,"M"
"Lorenzo Porto",0,"M"
"Calebe Souza",0,"M"
"Guilherme Almeida",0,"M"
"Lucas Gabriel Campos",0,"M"
"Henrique da Costa",0,"M"
"Dr. Davi Jesus",0,"M"
"Francisco Alves",0,"M"
"Pietro Dias",0,"M"
"Davi Lucas Moreira",0,"M"
"João Vitor Souza",0,"M"
"Dr. Caio Duarte",0,"M"
"João Miguel Jesus",0,"M"
"Paulo Almeida",0,"M"
"Sr. Danilo Peixoto",0,"M"
"Marcelo Nunes",0,"M"
"Luiz Henrique Sales",0,"M"
"Sr. Enrico Campos",0,"M"
"Diogo Cardoso",0,"M"
"Noah Fernandes",0,"M"
"Eduardo Porto",0,"M"
"Diego Cardoso",0,"M"
"Enzo Dias",0,"M"
"Pedro da Mota",0,"M"
"João Guilherme Aragão",0,"M"
"João Vitor Barros",0,"M"
"Sr. Rodrigo Pinto",0,"M"
"João Gabriel Monteiro",0,"M"
"Dr. Bernardo da Cruz",0,"M"
"Bryan Moreira",0,"M"
"Davi Luiz Fogaça",0,"M"
"Diego da Rocha",0,"M"
"Pedro Henrique Costa",0,"M"
"Kaique Campos",0,"M"
"Pedro Miguel Nascimento",0,"M"
"Igor Almeida",0,"M"
"Pedro Miguel Oliveira",0,"M"
"Isaac Jesus",0,"M"
"Gustavo Mendes",0,"M"
"Juan Farias",0,"M"
"Daniel Peixoto",0,"M"
"Pedro Henrique Lima",0,"M"
"Vitor Gabriel Oliveira",0,"M"
"Luigi Moraes",0,"M"
"Vitor Hugo Lopes",0,"M"
"Guilherme Alves",0,"M"
"André da Paz",0,"M"
"Arthur Pinto",0,"M"
"Heitor Nogueira",0,"M"
"João Miguel Rodrigues",0,"M"
"Sr. Daniel Nunes",0,"M"
"Erick Barros",0,"M"
"Renan Rodrigues",0,"M"
"Lorenzo da Cruz",0,"M"
"Marcos Vinicius da Rosa",0,"M"
"Erick Monteiro",0,"M"
"Emanuel Teixeira",0,"M"
"Lucas da Mota",0,"M"
"Bernardo da Rocha",0,"M"
"Carlos Eduardo da Mata",0,"M"
"Thomas Pinto",0,"M"
"Kaique Caldeira",0,"M"
"Igor Ferreira",0,"M"
"Marcos Vinicius da Conceição",0,"M"
"Marcelo Monteiro",0,"M"
"Isaac Porto",0,"M"
"Dr. Luiz Gustavo Barros",0,"M"
"Dr. João Vitor Duarte",0,"M"
"Murilo da Rocha",0,"M"
"Kevin Caldeira",0,"M"
"Dr. João Lucas Vieira",0,"M"
"Dr. Luiz Henrique Silva",0,"M"
"Sr. Davi Lucca Santos",0,"M"
"Pietro Duarte",0,"M"
"Vinicius Fogaça",0,"M"
"Carlos Eduardo Correia",0,"M"
"Enzo Pinto",0,"M"
"Isaac Ramos",0,"M"
"Enzo Gabriel Gonçalves",0,"M"
"João Felipe Souza",0,"M"
"Diogo Carvalho",0,"M"
"Kaique Campos",0,"M"
"Enrico Sales",0,"M"
"Vinicius Farias",0,"M"
"Caio das Neves",0,"M"
"Francisco Porto",0,"M"
"Davi Lucca Ribeiro",0,"M"
"Diego Farias",0,"M"
"Cauê da Cruz",0,"M"
"Yago da Mota",0,"M"
"Caio Freitas",0,"M"
"Erick Viana",0,"M"
"Diego Azevedo",0,"M"
"Antônio Azevedo",0,"M"
"Dr. Thales Cavalcanti",0,"M"
"Enzo Gabriel Santos",0,"M"
"Cauê Barbosa",0,"M"
"Lorenzo Ferreira",0,"M"
"Bruno Moraes",0,"M"
"Anthony Santos",0,"M"
"Sr. Luiz Otávio Melo",0,"M"
"Enzo Costela",0,"M"
"Francisco Sales",0,"M"
"Augusto Moura",0,"M"
"Samuel Peixoto",0,"M"
"Davi Lucas Cardoso",0,"M"
"Levi Pereira",0,"M"
"Theo Moraes",0,"M"
"Felipe Correia",0,"M"
"Samuel Gomes",0,"M"
"Lorenzo da Cruz",0,"M"
"Vitor Gabriel Sales",0,"M"
"Fernando Melo",0,"M"
"Matheus da Cunha",0,"M"
"Erick Pires",0,"M"
"Sr. Pedro Miguel Almeida",0,"M"
"João Lucas Barros",0,"M"
"Renan da Luz",0,"M"
"Lucas Nunes",0,"M"
"Enrico Araújo",0,"M"
"Miguel Fernandes",0,"M"
"Caio Peixoto",0,"M"
"Sr. Thiago Melo",0,"M"
"Lucas Gabriel Alves",0,"M"
"Gustavo Teixeira",0,"M"
"Bruno Moura",0,"M"
"Davi Lucas Castro",0,"M"
"Thales Fogaça",0,"M"
"Gustavo Castro",0,"M"
"Marcos Vinicius Gonçalves",0,"M"
"Vitor Gonçalves",0,"M"
"Levi Teixeira",0,"M"
"Rodrigo das Neves",0,"M"
"Leandro Rezende",0,"M"
"Luiz Felipe Pinto",0,"M"
"Sr. Matheus Porto",0,"M"
"Benício Carvalho",0,"M"
"Anthony da Cruz",0,"M"
"Sr. Luiz Henrique Rezende",0,"M"
"Lucas Gabriel da Rocha",0,"M"
"Luigi Gonçalves",0,"M"
"Dr. João Lucas Costa",0,"M"
"Sr. Antônio Moreira",0,"M"
"Paulo Oliveira",0,"M"
"Francisco Alves",0,"M"
"Ian Cardoso",0,"M"
"Murilo Barbosa",0,"M"
"Thiago Almeida",0,"M"
"Igor Martins",0,"M"
"Luiz Felipe Nogueira",0,"M"
"Renan Nascimento",0,"M"
"Raul Mendes",0,"M"
"Sr. Eduardo Campos",0,"M"
"Calebe Araújo",0,"M"
"Thales Costa",0,"M"
"Cauê da Cunha",0,"M"
"Carlos Eduardo Araújo",0,"M"
"Sr. Vicente Duarte",0,"M"
"João Gabriel Campos",0,"M"
"Kevin Cavalcanti",0,"M"
"Sr. Alexandre Sales",0,"M"
"Danilo Fernandes",0,"M"
"Yuri Pinto",0,"M"
"João Miguel Almeida",0,"M"
"Sr. Arthur Aragão",0,"M"
"Pedro Henrique da Mota",0,"M"
"Augusto Vieira",0,"M"
"Sr. Theo Souza",0,"M"
"Enzo Gabriel Moreira",0,"M"
"Pietro Araújo",0,"M"
"Igor Nogueira",0,"M"
"Luigi Correia",0,"M"
"João Pedro Moraes",0,"M"
"Vitor Hugo Costela",0,"M"
"Sr. Thiago Souza",0,"M"
"Dr. Yago Mendes",0,"M"
"Bernardo Araújo",0,"M"
"Ryan Barbosa",0,"M"
"Dr. Leandro da Cunha",0,"M"
"Dr. Otávio Ramos",0,"M"
"Samuel Porto",0,"M"
"Sr. Cauã Dias",0,"M"
"Gabriel Rodrigues",0,"M"
"Sr. Yuri Silva",0,"M"
"Benício Fernandes",0,"M"
"Gustavo Fernandes",0,"M"
"Murilo Fogaça",0,"M"
"Yago Cavalcanti",0,"M"
"Otávio Novaes",0,"M"
"Davi Lucca Ramos",0,"M"
"Enrico Rezende",0,"M"
"Luigi Pires",0,"M"
"Luiz Felipe Moraes",0,"M"
"Luiz Otávio da Costa",0,"M"
"Henrique Gonçalves",0,"M"
"Nicolas Nunes",0,"M"
"Thomas Lima",0,"M"
"Matheus da Mota",0,"M"
"Yago das Neves",0,"M"
"Dr. Igor Teixeira",0,"M"
"Yago Santos",0,"M"
"Miguel Rocha",0,"M"
"Cauê Oliveira",0,"M"
"Davi Lucas Fogaça",0,"M"
"Leandro Ramos",0,"M"
"João Gabriel da Paz",0,"M"
"Lorenzo Costela",0,"M"
"Breno da Rosa",0,"M"
"André Campos",0,"M"
"Rodrigo da Rosa",0,"M"
"Bruno Barbosa",0,"M"
"João Miguel Rocha",0,"M"
"Bernardo Carvalho",0,"M"
"Pedro Lucas Nogueira",0,"M"
"João Guilherme Rocha",0,"M"
"Luiz Felipe Martins",0,"M"
"Luiz Miguel Silva",0,"M"
"Fernando Cardoso",0,"M"
"Dr. Isaac Fernandes",0,"M"
"Theo da Luz",0,"M"
"Diogo Pinto",0,"M"
"Pedro Lucas Cunha",0,"M"
"Dr. Luiz Fernando da Mota",0,"M"
"Heitor da Rosa",0,"M"
"Augusto Azevedo",0,"M"
"Lucca Moreira",0,"M"
"Leonardo Fogaça",0,"M"
"João Guilherme Cardoso",0,"M"
"Paulo Pires",0,"M"
"Murilo Oliveira",0,"M"
"Lorenzo Rocha",0,"M"
"Daniel Costela",0,"M"
"Sr. João Rodrigues",0,"M"
"Benjamin da Luz",0,"M"
"Matheus da Conceição",0,"M"
"Enzo Peixoto",0,"M"
"Vitor Silveira",0,"M"
"Luiz Gustavo Campos",0,"M"
"Guilherme Pinto",0,"M"
"Thales Campos",0,"M"
"Murilo Alves",0,"M"
"Otávio da Cruz",0,"M"
"Enrico da Conceição",0,"M"
"Dr. Luiz Fernando Cardoso",0,"M"
"Thiago Souza",0,"M"
"Thales da Cunha",0,"M"
"Sr. Anthony Nunes",0,"M"
"Sr. João Guilherme Araújo",0,"M"
"Breno da Luz",0,"M"
"Vicente Farias",0,"M"
"Lucas Rodrigues",0,"M"
"Murilo Moura",0,"M"
"Luiz Miguel Dias",0,"M"
"Calebe da Mata",0,"M"
"Enzo Gabriel da Luz",0,"M"
"Calebe Peixoto",0,"M"
